Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773570501,6,,Aggregated,82.300000,20.600000,3,3,3,3,3,4,5,7,48,2000,2000,8539,946,3,4.2698978100521625,0.946600004681386,2038.446999998996,597.8547839325448
1773570502,6,,Aggregated,82.100000,20.500000,3,3,3,3,3,4,5,7,48,2000,2000,8621,966,3,4.252319603293233,0.946600004681386,2038.446999998996,598.0592738661409
1773570503,6,,Aggregated,81.900000,20.200000,3,3,3,3,3,4,5,8,48,2000,2000,8702,987,3,4.246271512303861,0.946600004681386,2038.446999998996,598.2980923925535
1773570504,6,,Aggregated,81.700000,20.500000,3,3,3,3,3,4,5,8,48,2000,2000,8788,1008,3,4.227779449255893,0.946600004681386,2038.446999998996,598.5457441966317
1773570505,6,,Aggregated,81.800000,20.600000,3,3,3,3,3,4,5,8,48,2000,2000,8868,1030,3,4.22430572846621,0.946600004681386,2038.446999998996,598.7197789806045
1773570506,6,,Aggregated,81.600000,20.400000,3,3,3,3,3,4,5,8,48,2000,2000,8949,1050,3,4.21009684881067,0.946600004681386,2038.446999998996,598.9353000335233
1773570507,6,,Aggregated,82.200000,20.700000,3,3,3,3,3,4,5,8,48,2000,2000,9030,1072,3,4.200727818388742,0.946600004681386,2038.446999998996,599.0456256921373
1773570508,6,,Aggregated,81.700000,20.800000,3,3,3,3,3,4,5,8,48,2000,2000,9112,1091,3,4.18445941615511,0.946600004681386,2038.446999998996,599.2754609306409
1773570509,6,,Aggregated,81.600000,20.900000,3,3,3,3,3,4,5,8,48,2000,2000,9187,1111,3,4.178524055730956,0.946600004681386,2038.446999998996,599.4648960487646
1773570510,6,,Aggregated,81.600000,20.900000,3,3,3,3,3,4,5,8,48,2000,2000,9267,1133,3,4.163906981762063,0.946600004681386,2038.446999998996,599.5884320707888
1773570511,6,,Aggregated,81.300000,20.700000,3,3,3,3,3,4,5,8,50,2000,2000,9352,1154,3,4.161948214293204,0.946600004681386,2038.446999998996,599.8146920444825
